"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Qatar","QAT","Population, male","SP.POP.TOTL.MA.IN","18314","20518","23530","27027","30957","35306","40213","45795","52014","58801","68038","79512","91096","102793","114607","126546","138634","150890","163324","175960","188816","201899","215186","228585","241990","255363","266870","276075","284885","293806","302848","312013","321271","330597","339948","349271","358489","373148","394564","417385","440529","463962","487634","511476","526560","563979","695565","904260","1087070","1223730","1220052","1216321","1279451","1419884","1605817","1764891","1867260","1908338","1917660","1933850","2014848","1799084","1909216","1899495","2037072",
"Romania","ROU","Population, male","SP.POP.TOTL.MA.IN","8939003","9016866","9080535","9143145","9205064","9262603","9355897","9512498","9639018","9736939","9849436","9946002","10033826","10111474","10196615","10315069","10428454","10525846","10629360","10704217","10766940","10842057","10904464","10947198","10986645","11031329","11080683","11134044","11185243","11233829","11250476","11148315","11041951","11019597","10994498","10961193","10917105","10872403","10836332","10806542","10780440","10618563","10421149","10351922","10301553","10246750","10194227","10051678","9891092","9812993","9758208","9714643","9676860","9646834","9616896","9577856","9527955","9477031","9425996","9381144","9333773","9263671","9226047","9231680","9235992",
"Russian Federation","RUS","Population, male","SP.POP.TOTL.MA.IN","53730266","54480889","55228807","55973995","56717159","57456420","57879966","58298795","58711985","59117686","59413704","59714658","60128296","60552810","60979884","61409297","61927843","62461787","63007167","63539388","64049014","64566883","65087323","65573907","66173466","66792182","67390775","68003760","68589768","69116499","69314335","69554756","69645972","69624609","69618289","69585716","69436306","69289805","69151136","68897608","68540677","68152942","67734802","67325398","66941152","66568279","66253963","66087089","66030180","66039084","66076427","66178525","66380492","66617027","66848165","67059951","67265601","67430370","67507252","67542778","67452297","67241043","67006593","66785451","66607914",
"Rwanda","RWA","Population, male","SP.POP.TOTL.MA.IN","1497512","1540204","1580272","1616866","1654998","1699640","1749318","1803775","1861462","1920533","1980698","2040911","2101620","2164612","2229915","2297385","2367162","2438845","2512676","2590053","2671945","2758805","2850696","2947202","3047916","3152212","3258972","3367137","3475727","3582791","3675727","3748309","3822610","3967177","3326551","2718646","3217172","3721868","3875497","3898677","3921954","3948113","3995854","4088392","4207833","4330523","4456172","4584405","4714220","4844864","4976177","5107248","5237878","5370913","5506998","5644720","5784207","5925368","6067944","6211660","6356319","6500904","6649385","6802408","6954758",
"South Asia","SAS","Population, male","SP.POP.TOTL.MA.IN","262178364","268709274","275349731","282073585","288945552","295736985","302365406","309188409","316148255","323085042","330486673","337579785","344794494","352872655","361305624","370095033","379010435","388150798","397263933","406661039","416505753","426477777","436659047","447028370","457563232","468204526","478964841","489774474","500628465","511630938","522747381","533912215","545222816","556622931","567984906","579454246","591068458","602757752","614526378","626329225","638147630","649922091","661351633","672403091","683344196","693912633","704119035","714018408","723559169","733196758","742965615","752650031","762232207","771277914","780331942","789067735","797907608","806651815","815095386","823384059","831334357","838199402","844756363","851931097","859220219",
"Saudi Arabia","SAU","Population, male","SP.POP.TOTL.MA.IN","1246996","1294131","1343110","1394059","1447155","1502401","1559890","1620813","1686368","1757048","1834034","1920597","2019102","2128599","2247531","2374941","2513053","2664612","2829615","3007391","3197694","3404278","3629020","3867413","4113870","4364764","4628316","4906233","5181027","5454821","5736144","6021596","6309991","6599618","6891631","7186234","7482008","7778719","8076957","8376460","8842645","9476872","10114466","10755708","11400810","12050112","12704109","13363261","14027759","14697522","14652143","15428698","16183785","17174830","17688178","18716282","19444523","19315333","18609580","18389534","19212001","18696564","19541415","20442120","21369165",
"Sudan","SDN","Population, male","SP.POP.TOTL.MA.IN","4197423","4334282","4478178","4629379","4787230","4951935","5122795","5300295","5484948","5676354","5875714","6081548","6293612","6561720","6835218","7082192","7340557","7604784","7923350","8270789","8640528","9016880","9380647","9692964","9901293","10071784","10253753","10453093","10660612","10870713","11082579","11298231","11519130","11772228","12066090","12374269","12645631","12921214","13243771","13573136","13910534","14254219","14602202","14924213","15238647","15574449","15925873","16302118","16724421","17191548","17609627","17967795","18353276","18777382","19288200","19881275","20491199","21210802","21961455","22612417","23223742","23852137","24500431","24821596","25012749",
"Senegal","SEN","Population, male","SP.POP.TOTL.MA.IN","1663055","1712980","1764364","1817254","1872045","1929420","1989720","2052798","2118044","2185093","2254041","2324896","2397594","2471747","2545434","2616231","2683451","2745100","2804180","2866446","2932972","3004257","3080039","3159959","3243648","3332319","3427278","3526845","3628830","3732994","3839963","3949119","4059677","4171391","4282533","4390836","4495574","4598263","4702079","4810459","4923785","5040837","5165734","5294627","5423154","5554569","5688512","5825239","5966097","6111536","6261573","6424346","6601134","6809916","7047523","7286797","7527849","7770153","8013222","8256600","8499022","8738686","8976177","9197809","9405151",
"Singapore","SGP","Population, male","SP.POP.TOTL.MA.IN","872295","899752","922919","944540","967137","989100","1012291","1033295","1049746","1064150","1078886","1096207","1113799","1131989","1148247","1162449","1175576","1189375","1201329","1214231","1228109","1288176","1346021","1363386","1388928","1390155","1388252","1409064","1445317","1488592","1545559","1585657","1632044","1675857","1732963","1794204","1881940","1959607","2031629","2040147","2067346","2118445","2127962","2084921","2105466","2158739","2240404","2360722","2514962","2600140","2642018","2694958","2768096","2823147","2863215","2892497","2917988","2901239","2906831","2949368","2943595","2818680","2913050","3058830","3119075",
"Solomon Islands","SLB","Population, male","SP.POP.TOTL.MA.IN","73519","75279","77085","78954","80884","82869","84907","87024","89239","91533","93682","95719","97945","100439","103233","106291","109648","113295","117158","121213","125426","129789","134298","138944","143726","148629","153580","158469","163367","168361","173436","178599","183848","189183","194618","200164","205823","211569","217377","223089","227961","232086","236164","240206","244235","248272","252336","256434","260580","265110","272557","282751","293313","304239","315496","327043","338836","350813","362874","372640","380922","390072","399453","409073","418847",
"Sierra Leone","SLE","Population, male","SP.POP.TOTL.MA.IN","1110584","1128164","1146828","1166540","1187369","1209314","1232211","1256097","1280706","1305686","1331199","1356671","1382181","1408298","1434786","1461572","1488352","1516315","1546086","1576766","1608752","1641888","1676246","1712721","1751040","1790686","1835457","1885915","1938136","1987816","2068752","2093750","2054911","2050916","2059262","2062491","2072787","2100392","2121345","2130968","2182453","2316503","2455579","2559191","2648977","2723034","2785651","2849254","2922950","3004359","3088827","3172124","3255125","3337715","3420059","3501912","3586963","3675106","3763742","3853320","3944195","4035669","4127081","4219052","4309971",
"El Salvador","SLV","Population, male","SP.POP.TOTL.MA.IN","1379762","1418883","1459186","1500613","1544121","1590014","1638000","1687402","1737410","1787278","1833918","1877267","1920616","1964757","2008925","2052586","2095758","2139062","2183119","2223548","2247337","2254503","2274850","2313008","2354810","2400478","2447431","2495171","2544387","2593338","2641174","2686308","2729001","2762169","2783738","2802235","2818354","2832706","2845766","2857440","2867268","2874666","2878960","2879797","2877503","2872463","2865177","2865503","2874193","2882836","2892147","2902504","2913858","2925488","2936403","2945363","2952225","2956724","2958140","2958028","2962869","2972125","2983400","2997185","3010733",
"San Marino","SMR","Population, male","SP.POP.TOTL.MA.IN","7824","8016","8217","8425","8630","8803","8922","9007","9100","9193","9276","9397","9552","9629","9633","9624","9636","10059","10532","10652","10766","10884","10980","11053","11091","11136","11173","11149","11201","11345","11495","11644","11794","11950","12090","12226","12371","12511","12653","12800","12953","13109","13266","13427","14196","14370","14528","15016","15229","15897","16002","15742","16202","16012","15829","15947","16042","16398","16750","16827","16883","16685","16545","16647","16707",
"Somalia","SOM","Population, male","SP.POP.TOTL.MA.IN","1431409","1469388","1508518","1548771","1590113","1632791","1676557","1721431","1767628","1815020","1863924","1913745","1964832","2018138","2071465","2124490","2178827","2238204","2403683","2720691","2964434","2988403","2999589","3097518","3213200","3346441","3488064","3615763","3616463","3550851","3530902","3392442","3230420","3323280","3497214","3627813","3764003","3900628","4067727","4237778","4412894","4594627","4772301","4953689","5141339","5324715","5492051","5667071","5838684","5989242","6140566","6183814","6239785","6444944","6680930","6915573","7187258","7471722","7740261","8030602","8342147","8653664","8919555","9197829","9522790",
"Serbia","SRB","Population, male","SP.POP.TOTL.MA.IN","3186687","3208878","3236429","3263323","3288755","3313717","3342384","3364795","3388230","3447322","3469981","3493929","3513829","3529542","3550339","3571384","3595770","3616320","3634876","3651304","3729888","3740655","3751512","3761227","3770798","3778736","3784541","3788381","3792806","3793620","3791491","3642111","3641643","3642012","3641769","3640521","3634011","3619336","3601006","3583446","3566828","3555604","3551686","3543704","3537502","3528908","3517123","3505073","3492523","3481018","3469557","3445920","3430216","3413099","3396194","3378634","3360961","3343431","3325873","3308743","3286876","3255703","3170686","3145423","3125122",
"Sub-Saharan Africa (excluding high income)","SSA","Population, male","SP.POP.TOTL.MA.IN","102354567","104809714","107375422","110043155","112818965","115706530","118698413","121801018","125032267","128382286","131854030","135454240","139152981","143077451","147228726","151512256","155901212","160439571","165363157","170657338","176201227","181700487","187263304","192963148","198648135","204546530","210592537","216726105","222799275","228937650","235222030","241287453","247351024","254206003","260701895","266880890","273457065","280252607","287706702","295385808","303268172","311440971","319912149","328687619","337786438","347190613","356870325","366873418","377272098","387948695","398910968","410147522","421656065","433592928","445738272","458154471","470593733","483204370","496309414","509483784","522777317","536197320","549697501","563424921","577350523",
"South Sudan","SSD","Population, male","SP.POP.TOTL.MA.IN","1459646","1479177","1500120","1520453","1545505","1572082","1589549","1603229","1618540","1633803","1648983","1673829","1708214","1749784","1798533","1848651","1900024","1952280","2005382","2059393","2114354","2170396","2227597","2280985","2325807","2367247","2410099","2426961","2367197","2299868","2309843","2356243","2387925","2404468","2459157","2535737","2599135","2673492","2725825","2800119","2932465","3072825","3219430","3375451","3543680","3725490","3921750","4130777","4347952","4563453","4817075","5090225","5326114","5532788","5564751","5494104","5346845","5051910","4978229","5127294","5263796","5345854","5421742","5648789","5874364",
"Sub-Saharan Africa","SSF","Population, male","SP.POP.TOTL.MA.IN","112866892","115576696","118413016","121365744","124440875","127641972","130945984","134373460","137954479","141662646","145503453","149480057","153557211","157868384","162405183","167061535","171844301","176688947","181886974","187426232","193063086","198991379","205239652","211452187","217632395","224088004","230742235","237604509","244544336","251568312","258736750","265884190","273048958","280860557","288336069","295502936","303068099","310857666","319317580","328024653","336950005","346191728","355767953","365670098","375917838","386492194","397363825","408585698","420219677","432139530","444378231","456929093","469771828","483036488","496525136","510319793","524184816","538268493","552870545","567579340","582457821","597479643","612604769","627977176","643584757",
"Small states","SST","Population, male","SP.POP.TOTL.MA.IN","4294014","4378949","4475564","4573858","4670399","4764393","4855147","4941513","5028094","5117403","5206743","5296765","5384680","5467878","5546316","5626187","5712927","5805504","5898396","5994577","6092355","6190082","6290632","6389636","6489418","6597142","6709568","6821286","6933472","7050169","7170246","7287678","7348910","7398818","7465040","7523571","7604172","7697248","7791604","7826871","7871540","7989982","8108694","8205782","8284891","8337543","8423943","8516189","8609569","8697392","8788473","8878146","8970422","9064460","9161243","9261262","9360916","9464032","9585079","9698214","9788689","9877201","9980454","10077480","10165325",
"Sao Tome and Principe","STP","Population, male","SP.POP.TOTL.MA.IN","38236","38446","38440","38462","38522","38631","38795","39039","39373","39794","40396","41146","41904","42680","43520","44451","45487","46624","47823","48986","50026","50909","51695","52483","53356","54378","55541","56865","58319","59778","61209","62514","63701","64869","65992","67064","68094","69069","69975","70809","71585","72737","74500","76465","78425","80406","82418","84460","86517","88557","90535","92478","94400","96268","98084","99847","101540","103170","104760","106334","108302","110497","112605","114817","117078",
"Suriname","SUR","Population, male","SP.POP.TOTL.MA.IN","133208","137854","143747","150964","157576","163268","168958","174908","181102","187520","194097","200658","203342","202102","200666","199053","197273","195341","193242","190964","189584","189442","189833","190791","192395","194680","197243","199410","201950","204940","206893","208059","209252","210036","211449","215250","220325","225407","230543","235763","241095","246522","251985","257383","261257","263737","266371","269175","272089","275055","278035","281005","283978","286967","289945","292878","295686","298348","300939","303844","306915","309422","311765","314349","316926",
"Slovak Republic","SVK","Population, male","SP.POP.TOTL.MA.IN","2009527","2072750","2096708","2118315","2140589","2162280","2182123","2199900","2216053","2231861","2240152","2248601","2266977","2288113","2311004","2334442","2358492","2382992","2406460","2429326","2448282","2464653","2482114","2498643","2514141","2529497","2543759","2556344","2568018","2578339","2587599","2587796","2587021","2595472","2604520","2610972","2615450","2619298","2621613","2622887","2617998","2612742","2612020","2610478","2610367","2611194","2611844","2613167","2615989","2620412","2623909","2628282","2633871","2637597","2640895","2644473","2649183","2654441","2659196","2663638","2666263","2660428","2652430","2649630","2647061",
"Slovenia","SVN","Population, male","SP.POP.TOTL.MA.IN","736190","741638","747993","756194","765046","774652","786003","796842","805442","811324","817813","825204","832723","840491","845862","855004","868471","879790","890176","900524","910236","915279","922122","930847","935879","940766","952653","964247","966809","967223","968297","969306","967906","965278","963969","965951","968247","968284","965564","966920","971745","973893","975340","976238","977013","979363","984304","993938","998603","1009191","1014526","1015904","1018166","1020234","1021871","1023142","1024614","1026483","1033208","1045216","1054875","1057919","1060216","1064777","1068392",
"Sweden","SWE","Population, male","SP.POP.TOTL.MA.IN","3733942","3751579","3772655","3793992","3823310","3861693","3900820","3930702","3950824","3977995","4016185","4042259","4050023","4052666","4060856","4074487","4086927","4098553","4106985","4112517","4117722","4119239","4118031","4116824","4118443","4123929","4132388","4145102","4164257","4193978","4228071","4257395","4282721","4307908","4338738","4361325","4368080","4370995","4373943","4378018","4386546","4400744","4417977","4437073","4456648","4476575","4505132","4543745","4583804","4626367","4669690","4708618","4746433","4790115","4843222","4901559","4972157","5048034","5112571","5169127","5209347","5241846","5279578","5306045","5323555",
"Eswatini","SWZ","Population, male","SP.POP.TOTL.MA.IN","167308","170982","174721","178602","182766","187384","192415","197189","201712","206527","211629","217027","222726","228736","235080","241773","248994","257152","266046","275250","284786","294672","304885","315338","326046","338792","353278","367939","386034","405120","422511","440460","458144","472182","472266","472046","481937","489818","495088","499411","503483","507063","509970","512299","514308","516119","517686","520447","525045","529980","534658","539140","543458","547683","551923","556280","560718","565950","572024","578194","585072","592169","598334","604016","610191",
"Sint Maarten (Dutch part)","SXM","Population, male","SP.POP.TOTL.MA.IN","1282","1417","1573","1744","1921","2106","2303","2513","2735","2964","3203","3448","3696","3954","4225","4509","4805","5114","5436","5763","6097","6540","7194","7961","8742","9533","10343","11179","12037","12930","13864","14841","15584","15799","15727","15632","15522","15398","15264","15127","14993","14941","15030","15178","15319","15460","15597","15723","15843","15957","16049","16259","16656","17104","17546","17979","18404","18819","19218","19598","19954","20279","20567","20834","21096",
"Seychelles","SYC","Population, male","SP.POP.TOTL.MA.IN","21001","21635","22246","22849","23459","24084","24721","25364","26011","26662","27312","27905","28644","29155","29759","30521","31208","31905","32077","32308","32562","32926","33092","33028","33201","33445","33620","35047","35173","35394","35580","36073","36258","37041","38035","38506","38924","39275","40047","40907","41340","41438","42803","42442","42433","42777","43826","44193","45325","45637","47100","46102","46808","47924","48905","50231","51124","51957","52651","53308","53936","54535","66035","66093","66944",
"Syrian Arab Republic","SYR","Population, male","SP.POP.TOTL.MA.IN","2407840","2479091","2550984","2626766","2706512","2790197","2877767","2968951","3063843","3162772","3266184","3376325","3492354","3610340","3731746","3858946","3991180","4128288","4269752","4414550","4562683","4713866","4868423","5033384","5211149","5396364","5586206","5780269","5977948","6177114","6377835","6578792","6781354","6986626","7192412","7395475","7595003","7793552","7994171","8197352","8401362","8607012","8814391","9023802","9248158","9489028","9902859","10528957","10908071","11081319","11337061","11536710","11471073","10910180","10199099","9758285","9625815","9626999","9792721","10175062","10520993","10810785","11228512","11795581","12341170",
"Turks and Caicos Islands","TCA","Population, male","SP.POP.TOTL.MA.IN","2523","2543","2561","2583","2605","2619","2631","2651","2664","2671","2688","2745","2842","2945","3050","3159","3270","3385","3507","3628","3769","3966","4191","4417","4650","4885","5123","5362","5601","5841","6108","6422","6755","7092","7440","7793","8148","8508","8876","9257","9652","10088","10608","11165","11717","12269","12824","13385","13950","14520","15084","15618","16238","16990","17681","18444","19285","20070","20877","21666","22263","22673","22963","23133","23291",
"Chad","TCD","Population, male","SP.POP.TOTL.MA.IN","1505820","1536888","1568684","1601265","1634435","1667522","1700136","1732922","1766763","1802188","1839536","1878247","1920230","1965870","2011631","2055504","2096668","2135777","2174473","2220243","2223970","2225410","2332945","2451892","2483271","2507557","2583877","2674308","2765336","2862003","2942083","3052448","3187535","3265740","3344302","3498867","3661327","3793356","3929644","4073911","4221043","4369777","4528828","4717838","4937278","5144831","5337502","5528545","5729574","5942300","6155793","6381047","6613103","6857170","7109654","7342393","7579023","7835854","8105064","8371317","8642229","8944698","9258738","9691189","10181358",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Population, male","SP.POP.TOTL.MA.IN","449568231","448904829","454600580","466139043","477497491","489119517","502424210","515399593","528907639","543330188","558131954","573214503","587414970","601114230","614018874","625637077","636410954","646510799","656642668","666983893","677201173","687760330","699546133","711484716","722929778","734692329","747141417","760377430","773861263","787078626","800138928","812741021","824601898","836123684","847559595","858851742","870003034","881084187","891785870","901668330","910888873","919707141","928071783","936077624","943830071","951544531","959196244","966867763","974525283","981992282","989446946","997340495","1006212064","1014972303","1023287685","1031076673","1038696727","1046387351","1052815212","1058296705","1062655811","1065469808","1067401619","1068720709","1069863931",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Population, male","SP.POP.TOTL.MA.IN","143815563","146288314","148740210","151217851","153699727","156063844","158108412","160242312","162325075","164334037","166047049","167820322","169882968","171930125","173988139","176048180","178146921","180217193","182240116","184151891","186141657","188153181","190201166","192282681","194499959","196696009","198868279","201061988","203182453","205170357","206646062","207762951","208636599","209281977","209730344","210007244","210182469","210246597","210185294","210025563","209808892","209547901","209315027","209297459","209339144","209355637","209486473","209453441","210003715","210795491","211688991","212781567","213926186","215102626","216321016","217492806","218687233","219813061","220867580","221934049","222444616","222630143","221656167","220555452","221022731",
"Togo","TGO","Population, male","SP.POP.TOTL.MA.IN","823448","838005","852910","868772","887744","912636","944662","982932","1024639","1066488","1106079","1142374","1175649","1207336","1238680","1269974","1301465","1333515","1366780","1402852","1443640","1489999","1541255","1595418","1650592","1704893","1758453","1813325","1869526","1926497","1984389","2043083","2102579","2090602","2099410","2193945","2278178","2352602","2421450","2492014","2562800","2632459","2701472","2772046","2845367","2920588","3004876","3095125","3186858","3279930","3371859","3465417","3559179","3653179","3748391","3845518","3944888","4046184","4148945","4253154","4358406","4464569","4572254","4681655","4789204",
"Thailand","THA","Population, male","SP.POP.TOTL.MA.IN","13542208","13946921","14367039","14802326","15251840","15714856","16187390","16667129","17153063","17641888","18135106","18629245","19129948","19638811","20142419","20636010","21113015","21584000","22051978","22510370","22968381","23422851","23874077","24331200","24789333","25243934","25693287","26137162","26579735","27013061","27437670","27855384","28268951","28677288","29073780","29459636","29833859","30196644","30553953","30899856","31222288","31524454","31815589","32100542","32377325","32645486","32906760","33161086","33407484","33645653","33856529","34044537","34229836","34403336","34556461","34684565","34808522","34921723","34991238","35023533","35040395","35041134","35005295","34950007","34895390",
"Tajikistan","TJK","Population, male","SP.POP.TOTL.MA.IN","1034493","1069487","1106281","1144844","1184854","1226000","1268391","1312192","1357433","1403583","1449833","1496428","1544482","1594453","1646273","1699987","1755604","1813046","1871573","1929624","1986920","2044871","2105165","2168298","2234198","2295891","2354675","2420087","2490262","2557345","2624436","2698433","2753251","2788186","2836959","2900597","2961686","2990084","2988560","2981347","3007626","3070403","3134034","3198814","3266115","3334391","3402001","3471651","3544887","3622188","3704601","3792548","3890193","3995253","4102469","4213493","4325615","4437542","4550639","4664169","4775554","4885967","4995578","5101342","5203997",
"Turkmenistan","TKM","Population, male","SP.POP.TOTL.MA.IN","802226","827446","853617","880424","907577","934844","962087","989291","1016548","1044015","1071870","1100255","1129111","1158623","1189012","1220178","1252104","1284807","1318411","1353153","1389271","1427087","1466757","1508347","1552301","1598401","1646578","1697111","1748421","1799511","1849709","1898443","1943832","1988601","2031544","2069535","2106425","2143309","2180486","2220242","2263088","2306999","2351559","2396300","2440967","2485622","2530653","2576765","2624902","2675816","2729845","2787063","2847372","2910576","2976417","3044615","3114833","3186561","3259115","3331757","3403211","3472736","3542130","3611349","3678122",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population, male","SP.POP.TOTL.MA.IN","104402999","107337244","110363702","113465301","116627808","119835426","123081556","126360776","129667083","133002412","136357118","139744944","143189415","146686134","150224337","153802947","157428991","161129198","164910390","168738003","172601604","176442337","180262747","184147089","188078817","192013112","195937400","199858473","203790188","207719390","211669679","215607655","219522141","223416588","227279424","231138363","234967665","238768585","242573686","246340716","249987680","253524025","256978684","260346927","263648247","266883039","270111715","273333748","276537356","279689748","282783386","285863934","288936398","291973134","294966667","297872865","300697087","303440232","306065940","308538410","310661602","312346604","314153040","316315368","318520367",
"Timor-Leste","TLS","Population, male","SP.POP.TOTL.MA.IN","235995","239558","243280","247156","251190","255368","259694","264169","268780","273522","278384","283338","288341","293300","297285","299716","302038","305043","307967","310690","314115","319373","325743","332174","338976","346302","354046","362255","371019","381357","392872","403669","414227","425339","436936","448834","460962","473461","486172","429957","383232","417663","451947","471210","477351","487001","501195","515411","529263","542538","555423","567728","579397","590652","601636","612682","623714","634793","646233","657969","669693","680874","690107","697774","706128",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Population, male","SP.POP.TOTL.MA.IN","78301975","80301937","82392098","84578807","86851724","89204024","91640618","94169851","96781764","99474424","102236783","104997000","107822033","110793816","113882094","117202020","120709545","124293787","128006591","131860562","135891649","140183683","144591598","149089831","153760039","158504696","163363857","168295535","173267524","178357322","183590399","188812753","193968667","199129964","204183889","209170652","214145859","219136812","224232155","229413769","234547353","239695163","244805997","250190872","255968683","261894362","267953691","273795570","279636115","285745771","291867634","297942876","303868734","309640125","315334068","320682262","325845352","331239241","337001317","342946307","348872081","354696207","360507449","366509509","372606560",
"Tonga","TON","Population, male","SP.POP.TOTL.MA.IN","33675","34654","35654","36673","37719","38792","39882","40812","41574","42335","43088","43828","44546","45257","46158","47264","48357","49011","49216","49345","49413","49438","49424","49381","49324","49270","49235","49414","49752","50012","50205","50348","50459","50545","50613","50663","50710","50916","51255","51569","51871","52157","52434","52720","53015","53303","53580","53746","53757","53719","53700","53668","53501","53196","52846","52477","52071","51788","51623","51400","51140","50721","50151","49590","49213",
"South Asia (IDA & IBRD)","TSA","Population, male","SP.POP.TOTL.MA.IN","262178364","268709274","275349731","282073585","288945552","295736985","302365406","309188409","316148255","323085042","330486673","337579785","344794494","352872655","361305624","370095033","379010435","388150798","397263933","406661039","416505753","426477777","436659047","447028370","457563232","468204526","478964841","489774474","500628465","511630938","522747381","533912215","545222816","556622931","567984906","579454246","591068458","602757752","614526378","626329225","638147630","649922091","661351633","672403091","683344196","693912633","704119035","714018408","723559169","733196758","742965615","752650031","762232207","771277914","780331942","789067735","797907608","806651815","815095386","823384059","831334357","838199402","844756363","851931097","859220219",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population, male","SP.POP.TOTL.MA.IN","112866892","115576696","118413016","121365744","124440875","127641972","130945984","134373460","137954479","141662646","145503453","149480057","153557211","157868384","162405183","167061535","171844301","176688947","181886974","187426232","193063086","198991379","205239652","211452187","217632395","224088004","230742235","237604509","244544336","251568312","258736750","265884190","273048958","280860557","288336069","295502936","303068099","310857666","319317580","328024653","336950005","346191728","355767953","365670098","375917838","386492194","397363825","408585698","420219677","432139530","444378231","456929093","469771828","483036488","496525136","510319793","524184816","538268493","552870545","567579340","582457821","597479643","612604769","627977176","643584757",
"Trinidad and Tobago","TTO","Population, male","SP.POP.TOTL.MA.IN","424679","433478","441340","449020","456494","463511","469859","475584","480892","485786","490702","496286","502488","509005","515516","521912","528368","535023","541958","549126","556227","562962","569394","575720","581947","589115","596958","604041","610358","616090","621342","626261","630947","635281","639158","642502","645305","647686","649789","651926","654341","657091","660135","663278","666388","640988","642502","644901","647372","647922","651488","656404","659774","662238","664412","666278","668054","669229","672946","676137","675655","676008","675404","676306","676429",
"Tunisia","TUN","Population, male","SP.POP.TOTL.MA.IN","2129970","2154066","2180115","2209094","2240491","2276395","2322517","2377961","2438534","2502019","2566423","2632580","2701065","2772569","2847570","2926276","3006622","3087531","3171889","3259333","3348402","3438888","3528779","3616893","3708431","3803855","3899403","3994568","4087051","4175822","4262330","4348302","4433019","4514568","4589157","4655979","4718136","4776885","4832254","4884426","4933770","4980855","5026444","5071274","5113296","5152525","5192452","5234510","5279391","5327885","5380088","5434667","5490904","5551092","5612404","5671801","5730439","5786820","5839815","5890077","5934715","5966587","5997034","6033405","6068423",
"Turkiye","TUR","Population, male","SP.POP.TOTL.MA.IN","14427651","14824769","15217308","15617168","16019687","16414207","16827151","17264098","17700340","18133703","18563697","19038461","19553792","20062722","20563959","21039190","21460803","21848903","22237025","22621953","23041460","23486618","23977638","24531877","25086876","25635234","26172937","26698876","27225225","27752437","28265597","28756234","29239537","29737151","30247842","30733422","31184009","31622988","32052928","32472315","32880645","33280970","33672826","34053750","34423143","34780073","35125774","35168809","35619832","36134689","36708205","37253203","37715913","38190305","38697460","39205598","39724020","40229820","40765876","41335957","41714021","42065122","42453487","42606561","42685629",
"Tuvalu","TUV","Population, male","SP.POP.TOTL.MA.IN","2720","2747","2768","2788","2772","2724","2676","2635","2600","2591","2606","2620","2628","2626","2694","2833","2969","3103","3235","3346","3441","3525","3596","3664","3724","3803","3896","3978","4059","4144","4225","4303","4370","4422","4471","4516","4553","4590","4623","4652","4686","4720","4750","4799","4874","4954","5030","5111","5199","5290","5388","5493","5590","5632","5625","5616","5606","5586","5527","5427","5322","5213","5110","5021","4936",
"Tanzania","TZA","Population, male","SP.POP.TOTL.MA.IN","4862279","5006090","5156847","5313568","5478905","5651849","5831735","6019253","6221797","6441337","6671378","6912695","7168948","7436581","7714091","8004139","8304420","8613451","8924544","9228336","9509129","9776476","10054418","10396576","10750895","11125981","11534568","11953258","12343867","12665586","12988127","13308802","13632766","14085115","14688451","15176929","15413121","15692996","16107484","16542340","17024412","17485518","17930206","18397202","18889349","19407597","19945805","20497919","21043132","21537680","22068182","22690505","23355389","24079300","24843560","25693439","26623105","27558719","28455327","29314002","30204465","31128864","32065744","33013815","33983247",
"Uganda","UGA","Population, male","SP.POP.TOTL.MA.IN","3863820","3970274","4081138","4197759","4320034","4447330","4579929","4718654","4864162","5012785","5161528","5303736","5429979","5552365","5685841","5829134","5978904","6133753","6292511","6438913","6564958","6692485","6836997","6995914","7173771","7368037","7577495","7811325","8063252","8327599","8602071","8890430","9200825","9527296","9855960","10131744","10412516","10723151","11051934","11421862","11792400","12164024","12556083","12963553","13362565","13765074","14178926","14607794","15050621","15506522","15976604","16459060","16951274","17451807","17981739","18550371","19185091","19875318","20570964","21289504","22019413","22747489","23449750","24122612","24805126",
"Ukraine","UKR","Population, male","SP.POP.TOTL.MA.IN","19046221","19349713","19636578","19910212","20167674","20397875","20616788","20833898","21041422","21225568","21347934","21492650","21697661","21880359","22045150","22200896","22340441","22460217","22561883","22682481","22826785","22966387","23087732","23211483","23353091","23492244","23626242","23752539","23898559","24039910","24138478","24223450","24325726","24362425","24250389","24069836","23871172","23670578","23486441","23301612","23101420","22881796","22672699","22499149","22335725","22137958","21985022","21878929","21757438","21665336","21592631","21529805","21496222","21470609","21404573","21322230","21251064","21173214","21070612","20953130","20820757","20644066","19117441","17544336","17598051",
